group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	d_repleta	d_buzzatii	d_mojavensis	d_arizonae
repleta_group	DMEL_CRE_00066	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00067	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00068	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00070	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00071	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00072	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00074	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00076	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00078	all_same	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
repleta_group	DMEL_CRE_00079	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00081	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00083	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00084	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00086	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00088	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00089	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00090	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00091	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00096	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00097	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00098	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00099	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00100	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00101	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00103	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00104	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00105	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00106	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00107	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00108	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00109	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00110	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00111	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00115	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00116	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00118	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00119	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00122	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00123	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00125	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00127	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00128	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00129	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00131	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00132	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00133	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00134	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00135	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00136	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00140	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00141	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00142	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00146	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00149	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00152	all_same	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
repleta_group	DMEL_CRE_00153	all_same	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
repleta_group	DMEL_CRE_00156	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00160	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00161	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00162	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00163	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00165	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00166	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00168	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00169	all_same	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
repleta_group	DMEL_CRE_00170	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00171	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00173	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00177	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00179	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00180	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00181	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00183	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00185	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00187	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00188	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00190	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00191	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00192	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00193	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00194	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00195	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00199	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00201	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00203	all_same	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
repleta_group	DMEL_CRE_00205	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00206	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00209	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00211	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00212	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00214	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00215	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00216	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00218	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00219	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00221	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00222	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00224	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00226	all_same	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
repleta_group	DMEL_CRE_00229	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00231	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
