dmel_cre_id	d_repleta	d_buzzatii	d_mojavensis	d_arizonae	pattern_class	tier	discordant_species	discordant_state	consensus_state	n_consensus_species	group_name	group_species	n_group_species
DMEL_CRE_00006	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	d_mojavensis	turnover_candidate	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00022	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_buzzatii	present	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00030	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_buzzatii	no_detected_CRE	turnover_candidate	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00042	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	detection_contrast	tier2	d_arizonae	no_detected_CRE	turnover_candidate	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00050	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_repleta	no_detected_CRE	turnover_candidate	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00102	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	d_arizonae	turnover_candidate	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00120	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_buzzatii	no_detected_CRE	turnover_candidate	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00139	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	detection_contrast	tier2	d_arizonae	present	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00145	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_buzzatii	present	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00147	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	d_arizonae	turnover_candidate	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00148	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	d_arizonae	turnover_candidate	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00155	present	no_detected_CRE	present	present	detection_contrast	tier2	d_buzzatii	no_detected_CRE	present	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00157	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_buzzatii	present	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
DMEL_CRE_00189	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_buzzatii	present	no_detected_CRE	3	repleta_group	d_repleta|d_buzzatii|d_mojavensis|d_arizonae	4
