dmel_cre_id	scenario	n_focal_tier1_clades	focal_tier1_clades	n_secondary_only_tier1_clades	secondary_only_tier1_clades	n_total_tier1_clades	candidate_priority	candidate_retained	primary_candidate_priority	same_priority_as_primary
DMEL_CRE_00021	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00021	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00021	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00021	ov075_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00021	ov075_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00021	ov075_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov025_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov075_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov075_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00029	ov075_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00038	ov025_dist12000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00038	ov025_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00038	ov025_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00038	ov050_dist12000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00038	ov050_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00038	ov050_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00038	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00038	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00038	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00042	ov025_dist12000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00042	ov025_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00042	ov025_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00042	ov050_dist12000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00042	ov050_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00042	ov050_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00042	ov075_dist12000	0		2	rufa_group|obscura_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00042	ov075_dist24000	0		2	rufa_group|obscura_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00042	ov075_dist48000	0		2	rufa_group|obscura_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00064	ov025_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov075_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov075_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00064	ov075_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00072	ov025_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00072	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00072	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00072	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00072	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00072	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00072	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00072	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00072	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00082	ov025_dist12000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00082	ov025_dist24000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00082	ov025_dist48000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00082	ov050_dist12000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00082	ov050_dist24000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00082	ov050_dist48000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00082	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00082	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00082	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00083	ov025_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov075_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov075_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00083	ov075_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00115	ov025_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00115	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00115	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00115	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00115	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00115	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00115	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00115	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00115	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00120	ov025_dist12000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00120	ov025_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00120	ov025_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00120	ov050_dist12000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00120	ov050_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00120	ov050_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00120	ov075_dist12000	0		2	rufa_group|obscura_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00120	ov075_dist24000	0		2	rufa_group|obscura_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00120	ov075_dist48000	0		2	rufa_group|obscura_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00153	ov025_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00153	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00153	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00153	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00153	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00153	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00153	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00153	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00153	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00164	ov025_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00164	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00164	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00164	ov050_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00164	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00164	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00164	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00164	ov075_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00164	ov075_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00175	ov025_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00175	ov025_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00175	ov025_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00175	ov050_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00175	ov050_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00175	ov050_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00175	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00175	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00175	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00178	ov025_dist12000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov025_dist24000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov025_dist48000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov050_dist12000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov050_dist24000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov050_dist48000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov075_dist12000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov075_dist24000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00178	ov075_dist48000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00186	ov025_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00186	ov025_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00186	ov025_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00186	ov050_dist12000	0		1	immigrans_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00186	ov050_dist24000	0		1	immigrans_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00186	ov050_dist48000	0		1	immigrans_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00186	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00186	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00186	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00203	ov025_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00203	ov025_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00203	ov025_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00203	ov050_dist12000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00203	ov050_dist24000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00203	ov050_dist48000	0		1	teissieri_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00203	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00203	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00203	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00255	ov025_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00255	ov025_dist24000	0		1	repleta_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00255	ov025_dist48000	0		1	repleta_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00255	ov050_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00255	ov050_dist24000	0		1	repleta_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00255	ov050_dist48000	0		1	repleta_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00255	ov075_dist12000	1	obscura_group	1	azteca_affinis_miranda_group	2	focal_plus_secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00255	ov075_dist24000	1	obscura_group	1	azteca_affinis_miranda_group	2	focal_plus_secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00255	ov075_dist48000	1	obscura_group	1	azteca_affinis_miranda_group	2	focal_plus_secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00277	ov025_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00277	ov025_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00277	ov025_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00277	ov050_dist12000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00277	ov050_dist24000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00277	ov050_dist48000	0		1	obscura_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00277	ov075_dist12000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00277	ov075_dist24000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00277	ov075_dist48000	0		0		0	not_tier1_candidate	no	secondary_single	no
DMEL_CRE_00321	ov025_dist12000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00321	ov025_dist24000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00321	ov025_dist48000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00321	ov050_dist12000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00321	ov050_dist24000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00321	ov050_dist48000	0		1	rufa_group	1	secondary_single	yes	secondary_single	yes
DMEL_CRE_00321	ov075_dist12000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00321	ov075_dist24000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
DMEL_CRE_00321	ov075_dist48000	0		2	rufa_group|azteca_affinis_miranda_group	2	secondary_recurrent	yes	secondary_single	no
